AccX (g),AccY (g),AccZ (g),GyroX (deg/s),GyroY (deg/s),GyroZ (deg/s),Heel ADC0,MidFoot ADC1,Toe ADC2,LABEL
-1513.4972428380306,-221.54445099470502,360.47058769459784,340188.10319835955,215266.34173900116,666020.4374165823,0,1987,1475,3
-1562.7999998782657,-258.83273198664205,353.3903721634275,337009.0362109369,215192.1885997033,663146.569073685,0,1970,1484,3
-1608.8247677995403,-298.18748797319887,344.7071751025164,333006.15969160345,215423.68713142117,659317.0382974722,0,1972,1481,3
-1651.2425148094799,-339.50384212416003,334.3858809722757,328203.8612863419,215949.98457218552,654528.5526037558,0,1985,1478,3
-1689.749948498937,-382.58857838769745,322.3745434816523,322642.5615955696,216757.2760362202,648782.0464542358,0,1947,1504,3
-1724.0721898697254,-427.1490899927643,308.61136786148654,316379.0701099614,217829.82105377258,642083.4006314514,0,1956,1493,3
-1753.9668040089807,-472.7854806936109,293.0398074911982,309486.2025631682,219151.1904218535,634443.852522591,0,1963,1490,3
-1779.230611370047,-518.9872344038221,275.6268867163032,302051.82584031246,220705.5830636646,625880.3923650495,0,1963,1491,3
-1799.7103884627234,-565.1397201505989,256.3815604221706,294177.06124327076,222478.94005292095,616416.1861116413,0,1945,1513,3
-1815.3192540746174,-610.5442957596136,235.373999028293,285973.07765106455,224459.93825468534,606080.7400958728,0,1942,1510,3
-1826.0525871181383,-654.4439734668372,212.75205983983557,277557.5318802229,226640.56848455896,594910.0173582468,0,1961,1494,3
-1831.9973749743365,-696.0489574576552,188.74751135212958,269051.51745242014,229015.68932197912,582946.6377666382,0,1979,1476,3
-1833.3361570245015,-734.5649839317556,163.6702779731631,260576.48637986055,231581.48760203487,570239.8643826492,0,1978,1487,3
-1830.3448347833564,-769.2179629148956,137.89598431430363,252251.74411311105,234333.42153212958,556845.6773461574,0,1970,1487,3
-1823.3777499513828,-799.2683420674758,111.84949179881377,244193.0802267886,237264.01526211278,542826.9732339641,0,1971,1494,3
-1812.8388349592997,-824.0202967043253,85.98341177651436,236511.59504975294,240360.4890078497,528253.2919681693,0,1965,1495,3
-1799.1527663971963,-842.8288486763181,60.757196078856644,229312.44588077225,243602.7230276572,513200.4905381682,0,1966,1484,3
-1782.7483542880757,-855.1076193857907,36.62118169103368,222693.29159562994,246962.38306982865,497750.73617368017,0,1981,1477,3
-1764.048964039768,-860.3426021124594,14.002601161597422,216741.6113835482,250403.34783081568,481992.2549897482,0,1973,1483,3
-1743.4607500558577,-858.1091325518801,-6.705679421003026,211531.4200810739,253882.84048905552,466019.1629075914,0,1989,1476,3
-1721.3558671683154,-848.090345164178,-25.153530830951645,207119.79233587807,257353.1123527748,449931.7434531207,4,1977,1483,3
-1698.0566659513895,-830.1044602799917,-41.04305863182844,203542.7064063603,260764.0329183102,433836.6405915421,3,1992,1469,3
-1673.8317983229604,-804.1398691478438,-54.139075021905825,200811.32338257777,264066.02351007494,417847.1768324425,0,1997,1467,3
-1648.903682857788,-770.3911442128687,-64.2837800945297,198909.97857130584,267212.6481929057,402083.63361600833,0,1994,1465,3
-1623.45697657126,-729.2951030769419,-71.42242178402614,197795.39605089038,270162.76170579856,386672.3908011115,0,1984,1477,3
-1597.6431450048397,-681.5614587108366,-75.63316475912085,197396.97266748964,272881.5756352878,371744.2573343878,0,1965,1492,3
-1571.5836341732486,-628.1889761366468,-77.15023930124377,197619.5765890059,275340.44581699907,357432.0974184979,194,1976,1474,3
-1545.375641192164,-570.4655761557657,-76.38104708965977,198349.66777309094,277516.45371394587,343866.7132791648,738,1990,1469,3
-1519.098676433022,-509.95090037638613,-73.91116095499217,199462.94348330915,279392.80147049355,331171.9760823399,1661,1983,1474,3
-1492.8143719737345,-448.409148017744,-70.47184203549075,200832.60697865608,280961.37731312343,319459.72732517845,2240,2012,1454,3
-1466.5596130465408,-387.6562739492854,-66.86189318207379,202339.1282803985,282228.8182987556,308823.1811733396,2615,2010,1460,3
-1440.3440513824435,-329.3516828988417,-63.85605765026548,203879.80633256165,283224.47064903344,299330.1720160962,2757,2012,1456,3
-1414.1577895544128,-274.7838274531088,-62.10119407515242,205377.57661799574,284006.946477589,291017.92744401685,2714,2014,1451,3
-1387.989715374764,-224.72007613819179,-61.97253505461021,206790.5092206567,284665.0950803264,283890.2169148952,2767,2013,1452,3
-1361.8649205540817,-179.43449152522572,-63.46065849587751,208117.60857591775,285309.20388540556,277919.6894016825,2689,2018,1453,3
-1335.8937719971198,-138.8810606506251,-66.18821024912684,209394.91965723727,286055.12859920197,273054.60171925183,2666,2025,1452,3
-1310.2937347594877,-102.85009896832425,-69.53909514446607,210681.62592982256,287007.0547479805,269225.326899266,2621,2025,1456,3
-1285.363250568968,-71.05350832845942,-72.82303855206304,212041.13208965978,288240.76742210326,266350.090260779,2542,2025,1453,3
-1261.4286730937044,-43.16731940371968,-75.40379611304121,213526.21209418867,289791.332888101,264341.00898854097,2595,2047,1454,3
-1238.783305509589,-18.841228019963562,-76.75961847979062,215173.23088300342,291649.6195703237,263109.2457778947,2597,2042,1451,3
-1217.6278749340252,2.3113519172171726,-76.50383952882247,217002.103289304,293766.0134111073,262568.52382590366,2692,2061,1453,0
-1198.0349450156893,20.720044898541534,-74.3965689029185,219017.68776522088,296056.7562384663,262636.9927838099,2718,2064,1453,0
-1179.9527166978282,36.8449714632352,-70.35778502630426,221211.41944399461,298411.202607805,263237.75700111134,2771,2068,1454,0
-1163.2428328646633,51.139421230754145,-64.47507778435974,223563.71198589422,300701.72581269743,264299.22095566534,2807,2083,1454,0
-1147.7355935630449,63.99949458626025,-56.98884100523501,226047.17452584876,302796.1505043071,265756.00562720443,2835,2096,1455,0
-1133.276500125851,75.72554862557163,-48.26250160090202,228629.4117441792,304569.29521265934,267549.8634795309,2835,2107,1457,0
-1119.7465283789893,86.5118866747142,-38.759330912109064,231275.0347419712,305912.9147627795,269629.56172823836,2836,2127,1464,0
-1107.0619853654557,96.45994256852367,-29.02281767121406,233947.89029884484,306745.80831938505,271949.58637698,2799,2122,1465,0
-1095.1663182632044,105.60007004969633,-19.645176900143383,236613.60931192228,307022.54083407763,274468.4744834929,2790,2120,1466,0
-1084.0165048405374,113.91764265271628,-11.207575870018003,239241.66138772483,306738.25803410605,277147.50965702545,2758,2098,1459,0
-1073.56595341579,121.38654726102449,-4.187163989918037,241806.44925719596,305929.63530817494,279949.9769637713,2725,2093,1463,0
-1063.757163489262,128.00011067069718,1.1296481879091838,244287.1669624214,304671.6908416742,282841.0024945752,2652,2090,1459,0
-1054.5353630524235,133.78511016778882,4.676024917261879,246666.73353610875,303067.5944827185,285788.07969676185,2566,2110,1467,0
-1045.8712186599412,138.79815851693633,6.570667378720891,248930.79256469628,301230.8726142234,288762.04555052397,2480,2115,1463,0
-1037.7697619150852,143.11315981135698,7.056369722235701,251067.38934876135,299267.3156731797,291737.6583023365,2389,2129,1463,0
-1030.2591117520722,146.80836655138123,6.439839347235651,253067.20999756324,297263.7083739774,294693.1170785543,2242,2097,1459,0
-1023.369956911673,149.95689246111496,5.037100146096104,254923.94757345325,295282.76190985896,297608.748136092,2123,2107,1457,0
-1017.1203602566064,152.62216468459798,3.1304565715712847,256634.35444089255,293362.06514557835,300465.6207148372,1962,2112,1459,0
-1011.5122389873723,154.85942472783125,0.9435821999061283,258197.83390014514,291516.7235440257,303244.77319806867,1771,2128,1459,0
-1006.5342292503751,156.72031917580242,-1.371389495728089,259615.85462669848,289745.13158204436,305927.3219616702,1546,2120,1461,0
-1002.1634776488431,158.25501209649175,-3.73772375136604,260891.5247192825,288036.1420727434,308495.20020541974,1516,2116,1458,0
-998.3647554128881,159.51032184356552,-6.1478135186534715,262029.3368014775,286375.21096935554,310931.92370797624,1357,2123,1461,0
-995.089925767176,160.5264153149258,-8.64692985340965,263034.898511449,284748.9145115296,313223.1614616734,1259,2138,1465,0
-992.2803960261524,161.33392422630232,-11.306849794873404,263914.5778721344,283148.7979142223,315357.3311576436,1039,2158,1471,0
-989.8725510776327,161.9524122218303,-14.197106157543319,264675.1220730561,281574.1984103125,317326.09201358026,1101,2163,1486,0
-987.805484079388,162.39100305486102,-17.36281648648751,265323.29259925656,280032.7801724884,319124.4519800457,939,2147,1475,0
-986.0294976180295,162.65072379760963,-20.80950705306227,265865.57085883414,278538.71841225616,320750.55952333455,924,2166,1501,0
-984.5116523861445,162.72691422634884,-24.496516950797236,266308.04912156536,277109.7734107341,322205.3188594209,819,2179,1644,0
-983.2355486908139,162.61084511162971,-28.344055632105434,266656.6133746143,275764.10879174864,323491.84990755917,790,2196,1642,0
-982.1963117639884,162.29124238231273,-32.25179324563795,266917.37294050294,274517.002828474,324614.8396835346,588,2208,1643,0
-981.3944530673764,161.75586613116405,-36.118155094451545,267097.0752730738,273378.4017574805,325579.9394123759,588,2224,1653,0
-980.8314875806883,160.99230330269575,-39.853538848736285,267203.28529308917,272352.33117737,326393.35469979665,412,2230,1659,0
-980.5073743699835,159.98809708656105,-43.38917505223621,267244.3526191762,271437.8099707353,327061.6318128013,415,2260,1645,0
-980.419177953512,158.73117955303888,-46.68213111183109,267229.2684010531,270630.3139463957,327591.5652262248,276,2260,1656,0
-980.5608569055103,157.21107871088452,-49.71443808250773,267167.44164305687,269923.3295995283,327990.1772365656,211,2258,1653,0
-980.9238590521855,155.4205945334029,-52.48707245597613,267068.42288957903,269309.93671506975,328264.747319003,211,2282,1654,0
-981.4981094813488,153.35714277337513,-55.01210412986214,266941.6704923957,268784.06401197123,328422.83630463504,260,2260,1671,0
-982.2732726052996,151.02313875817336,-57.30534059381069,266796.389261024,268341.0079960587,328472.2056464237,208,2273,1663,1
-983.2403170745872,148.42542167749986,-59.38004119239765,266641.37363488955,267977.321437664,328420.5816738764,230,2275,1659,1
-984.3928768683803,145.5742677907323,-61.243144589420154,266484.85508248396,267690.41525060433,328275.31195607263,117,2238,1692,1
-985.7280756656046,142.4823258791802,-62.894810240422615,266334.4165613225,267478.05073149136,328042.90208756033,147,2258,1687,1
-987.2475520781898,139.16324527060644,-64.3289564191484,266197.01705210545,267337.7991299582,327728.3994975393,78,2254,1711,1
-988.9587531896361,135.63130583709,-65.53317483285981,266079.02776281204,267266.6473803697,327334.8759763683,120,2247,1729,1
-990.874916198246,131.90547425211048,-66.49079432653882,265985.89612444374,267260.91294642474,326863.45912877936,110,2279,1729,1
-993.0127860676765,128.0183114099515,-67.18778697665923,265921.19796768046,267316.49258400185,326314.0917779089,100,2275,1759,1
-995.3896195302384,124.02339375890723,-67.62042286678532,265885.597410274,267429.36657125637,325686.6434142654,92,2260,1779,1
-998.0222835273872,119.99303431353125,-67.79647331815782,265876.51835554966,267596.2668847084,324981.7752204003,51,2313,1765,1
-1000.9294887034403,116.00562274490706,-67.72965533554651,265888.61885044444,267815.40188717894,324201.2758650746,113,2301,1790,1
-1004.135480677635,112.13179432202156,-67.43330035873029,265914.53321506135,268086.9261168527,323347.90586933796,75,2365,1760,1
-1007.673270295718,108.42807403108017,-66.91660529252178,265945.6175902505,268412.7890714869,322424.78178567026,36,2345,1784,1
-1011.5865539166459,104.9375530272907,-66.18280737953643,265972.8119179802,268795.9568662133,321434.3556374852,53,2379,1764,1
-1015.9294328906312,101.69320756505223,-65.22881258282926,265987.4870163226,269239.44105208444,320377.3758623815,57,2353,1803,1
-1020.7631732054814,98.72197658750267,-64.04641069861246,265982.00287245074,269745.60006544006,319252.17866217403,26,2307,1851,1
-1026.1508642397225,96.0490282052032,-62.624301263469505,265949.9572505954,270315.86783066316,318054.2815617854,24,2291,1878,1
-1032.1526013858404,93.70073622467993,-60.949311924423036,265886.177511875,270950.8823190051,316776.30510664603,0,2280,1928,1
-1038.823442013588,91.70524986433159,-59.00544604889537,265786.4515829442,271650.9975438341,315408.35509106284,0,2267,1964,1
-1046.2141622821005,90.09125337967889,-56.771016858321886,265647.07886516914,272417.06187542214,313938.781365459,0,2275,2007,1
-1054.3745084041652,88.88678393483634,-54.21737931300751,265464.4660457162,273251.0544285043,312355.035785542,0,2263,2058,1
-1063.3592256606962,88.11874429705671,-51.31673468873167,265235.03667528805,274156.05452750396,310644.4735484172,0,2221,2086,1
-1073.233051847541,87.81060096050646,-48.063056134461476,264955.61880536226,275135.3053191646,308795.1368108087,0,2236,2103,1
-1084.0677148419827,87.97873074166561,-44.49184120001103,264624.343030482,276190.812087542,306796.47097638686,0,2197,2152,1
-1095.930586059219,88.63291342534869,-40.67594534627512,264242.01099523914,277322.49619747116,304639.77536626434,0,2153,2182,1
-1108.8741192322807,89.78037785587262,-36.701746468385,263813.49840533524,278528.5783689108,302318.2274268477,4,2084,2176,1
-1122.9341739694387,91.42722736190372,-32.65009951421511,263348.38394414465,279806.70605905924,299826.62149796326,7,2122,2269,1
-1138.135405736519,93.57676086814813,-28.588825364153234,262860.4920610977,281154.74331130175,297161.1148329567,9,2049,2166,1
-1154.4967793416777,96.22858429467314,-24.570853784063626,262366.8162008897,282570.8313203262,294319.0260441101,13,2019,2237,1
-1172.0328491516884,99.38070716313148,-20.636774484037872,261886.6379983563,284053.00855543144,291298.6957340701,9,1971,2270,1
-1190.7514712095265,103.03284374788474,-16.81916074529501,261441.3505457562,285598.66542930534,288099.3902632697,2,1871,2347,1
-1210.6508092806157,107.18778619733241,-13.144974927752742,261054.7096030741,287204.0895827393,284721.078463839,7,1739,2430,1
-1231.7163697716728,111.85165278253716,-9.635312317470117,260752.92737065302,288864.3348112953,281164.1531303323,0,1696,2454,1
-1253.9175039629606,117.0348313325035,-6.303240646910013,260564.35797349364,290573.4371749187,277429.26177438285,10,1592,2533,1
-1277.203354258295,122.7526257782431,-3.151752495590692,260518.85669671878,292324.79259960836,273517.2479963381,8,1431,2629,1
-1301.4987869471522,129.02502785388248,-0.17354157629621655,260646.83742372418,294111.488686299,269429.2429413358,0,1403,2647,1
